campaign_id,audience,impressions
f436427e-ca2b-4824-a9ae-d7f3fb10d184,WV_blue,372
690b3f44-14b5-4f40-92c1-306f4dd6b68d,WV_purple,383
dfb4c7a5-78bd-4e53-954b-dd0f3e5a1dff,CT_purple,536
3f226152-bfd1-4cf0-992d-94a13fbcd9dc,NC_pink,261
4c674251-610b-4b84-866d-6e7743c7f6a7,PA_brown,955
3308e0be-af57-4a81-a7a2-a821d09a44f8,WV_white,726
7122de97-d818-474a-9ba1-f90cb11126e7,CO_pink,679
003c9e93-c519-4171-8439-798a78a0badc,CT_blue,80
ce0e3405-e96f-4081-bdb7-d8fd0ad6ed38,NC_orange,100
38edcb72-e4bc-46ab-ba32-1f68d62d3290,MO_purple,72
a18d18d8-1255-4f17-934e-41b842c681ee,NJ_brown,680
2af9d3e4-9a21-4d43-aa9a-ea81bdb57742,AR_white,998
f74d581f-036e-4a51-9b50-c53cc8356654,IL_black,55
4e458a8b-6b27-449b-b5bf-324de836ed8a,OR_pink,453
0b43f743-c121-40b4-a8a9-5fc930095120,SC_black,869
c84522b6-18b5-4f75-81bc-807cd125a428,GA_pink,375
8682b506-3e68-4bb8-91be-610b1c7f3932,AL_blue,456
ea0c92af-464e-4d62-8bb1-6ac8167dcedb,WV_brown,998
384012f3-fa8c-4a6e-b56c-ad8b2d68c099,MD_green,479
14193c22-80d3-419f-a001-28165afff499,MA_pink,487
6174c336-5d7c-44cf-b759-898ce8d55699,ID_purple,515
4f10c1c0-6b72-4b0c-9b06-741ddd436101,TX_purple,842
ed74e10f-af60-4014-a7f4-1cd059764255,DC_red,29
e50aa8cf-5bff-4c77-999c-8c8dceafad95,MA_purple,130
150ef047-b4ba-47fc-85d6-5ed54de781d2,ND_red,560
7a967a7a-22d7-4199-b57b-c25272f98aa6,KS_blue,493
f7739aeb-c9bc-49d9-be4d-b21c0c267ada,NC_green,471
816b6c8b-d0dc-45da-b54b-609feac8345d,SD_green,227
7ef6ba35-e4bf-4f27-bc2c-7d0ee86903e9,LA_green,866
743daee0-d68e-4f1e-ace4-de2878b67c10,OR_white,333
244d7383-15cb-42ac-894b-818521c38704,ME_white,969
2383b578-d105-4d29-857f-7ce8d52fa832,AL_red,691
aa6852e4-f921-4590-87d1-68e35f9ec0d9,MA_green,304
5146448b-4b02-40d8-8937-01a520ace795,AR_green,674
be29de4f-c84e-4636-aeea-3634df6d1003,FL_white,332
e9e85310-4899-4eb7-a635-168ce3120966,VT_purple,148
9f7c27a4-4f27-4d8b-b1a2-e08604ef846b,NJ_red,878
12b09527-d407-4d7a-bf84-eede2449978a,NE_pink,163
be0d003a-5edb-476e-836d-a7d914c85279,NC_white,862
e5f47d96-28cd-4038-a03e-af7ca0faddc4,MD_white,451
16b9e3cd-26cf-4a8c-9c3b-dca5ed5f1fff,MT_blue,199
3bd0b0d4-3ea8-426b-aabe-80a142a77a27,NH_white,294
2928d4fb-4ae9-4fcd-9cd1-c8daef3cc493,MN_red,386
3b9c334c-bd85-445e-997e-e006a065e8fb,NM_blue,738
0343a639-f7a4-4c27-8aa0-9ad1f168c4ff,AZ_white,262
c9b2fc2e-9f45-4333-acfc-d440e009c8ee,NJ_white,626
75b9df70-83da-4929-bc06-89820532e42a,CT_black,850
8b871be6-a75f-421a-a510-9c97a085b987,IA_blue,967
1763fec1-5d90-4787-a883-5494db67e18a,DE_red,129
12742926-c6c5-4bab-8f23-a549f1e9fa02,MT_orange,770
f15abdda-e805-48ba-b43b-ef1e483d0ec9,FL_purple,590
63aa6856-ce7b-4857-94af-d2c2229cb260,ID_pink,335
8ad1faf6-bdc2-42ea-a0f0-f29ffcf70efa,OK_purple,93
537c7876-2468-405b-886a-bb89ed4369d3,GA_black,531
fb7580cf-2b94-44b3-8882-023e17ad7634,NJ_green,266
082f8173-f71a-4a89-b266-2275246b1259,KS_white,489
31f02c90-3f14-4dd1-b21f-dc79536e43ac,OK_brown,601
45763118-d10c-46be-8e2b-21ce1f76db49,HI_red,511
062e1665-55a8-4a03-a5c6-f7418ea23907,IN_orange,950
5d6c8a5d-5e05-4eca-aea4-62b873152acd,OR_pink,984
81363d30-acb2-4efd-b027-f5b88fa47977,VT_black,988
aaa7fe0b-20a6-450a-a931-739a3294f5fb,CA_brown,634
8e351ce9-2255-4c30-a38f-771b10cca762,AZ_purple,36
1e4f9064-cbde-4b1b-aecf-0f896e685afc,NV_white,767
2d39fbfa-6949-4e12-a1d9-28545cbfb67a,AL_white,330
b5e133be-883a-4a51-b17e-cf48d8a0ecc5,NE_purple,890
ec3cc7ec-3229-44d7-b620-291eca1bf5dc,WI_orange,290
047c709b-1534-4438-b5c1-d44808b991bd,IA_red,777
7546d0d2-5055-404b-a8fb-e8833c57527e,OH_black,580
bbc9d9a7-2538-44cc-a3dc-30154157d5a1,VT_orange,45
4729f089-d51e-4ef4-83db-80720f681bbf,PA_white,876
9851b63d-a09c-4914-ba6b-9c435ca23d4a,WV_blue,349
034813c4-e1c5-45e2-8038-0f8c19ec0214,AR_red,586
7c17740c-ae63-4a4f-8b01-bfbd20184c11,NM_blue,670
3b106a52-b16e-4097-8560-6f73ade252a4,SC_black,229
314d004e-3d8d-4885-8d2b-c9356b9fc3ad,OR_blue,769
541b7870-169d-47dd-81de-f3ac645d1b8f,KS_brown,888
88252b88-378a-4216-a9dd-4a764de2a1fc,ID_brown,711
b2c22396-965c-435e-a185-d8a242588e90,MO_green,335
acea0536-146f-4184-aab6-c261a2e1c570,AZ_pink,203
f694edac-0931-4829-bb8d-0a359b649a80,WI_orange,393
a5676c02-da0a-46d5-835c-d89e942911c5,MD_pink,824
c08f3ec1-3780-485a-9aa4-82a2800e2abf,WV_purple,226
b4c30935-7dc6-446f-a9c1-9cb124e84b59,MO_pink,544
c9494057-c1f8-4355-a9e8-099d42d87ff3,UT_green,151
7cd64dd0-79fb-4094-8641-92b24625ce53,FL_red,596
dcf18489-48b0-4394-a042-7c6b36959d23,WY_red,84
8c26f9cf-dec1-49ad-a7a3-768cb41c3efb,OK_brown,85
374ad5ff-d154-42ae-a59a-cfecc9ddf82d,NH_orange,194
54bfd772-40cb-4695-b116-77512241bee2,TN_pink,230
0da76474-06b9-466b-b708-0c067d4b0ea5,NC_brown,798
377e0cf8-fc6b-4b67-b350-d0fd4d816a9f,MA_white,58
d1b25238-de78-4d84-ad4a-1c3012081c52,DE_black,538
432599fc-c3e8-4194-ab4a-f6ee472abc08,MO_black,725
750bbc85-783c-470d-a9e5-b71713680023,WY_brown,122
aca0f39d-604f-4948-bfd1-8322d37b8ba9,WI_blue,836
a9c2ecd7-4fad-42ae-b04f-5ca6f93d53d7,WA_brown,539
e5df8973-4f66-4f6b-89d7-f96e9316aab5,ID_brown,832
aaf5bfbb-b2e7-4cbc-833e-2959c4f83bca,AR_purple,586
377458f1-b363-435d-99be-372e2b96c56d,SC_green,168
182c8b87-9219-4211-92d6-4eac950d7fc3,KY_black,789
b1a1601e-ee56-46cb-bca2-953d30be5065,OR_white,308
e94a2409-c167-4248-8d3f-f46c2b54fbc0,SD_red,864
acd9d9ab-3bcc-4f7f-8cb0-d5cb16ae38f2,WI_purple,731
db152304-38be-49a7-bf50-a4ba21927a86,SD_white,420
98fc4760-56a2-4284-82d4-111fc7e0543b,SD_pink,762
c0f40cbf-d490-4b4a-ba8b-26aadf0d7779,CO_purple,520
08e916a2-6555-4289-9f2b-af66fbb05b57,CO_pink,900
607a52c3-1e4a-4545-839a-4959585fb47d,MA_blue,63
af608873-0b4d-4201-b337-2f3bb14079a3,GA_brown,475
a0b6cf32-45f5-4bb0-9f5c-7c903c16b548,KY_purple,491
5771ff47-bb08-4bf4-8b40-fa00cabf6e96,ME_orange,257
f08a278b-847f-4c9f-b4a9-bc097638be17,MO_orange,664
1e128a9d-1964-40f8-a7e8-85ac708dc8c0,SC_orange,925
8d31acf7-4193-49c3-817e-018d94f6d4fd,NM_white,189
8d545e2a-d6de-416d-b9e9-4a95ba258ae9,WI_pink,220
4b180a96-9fc3-4221-aebd-6854f6a2c148,ME_purple,989
5daca2b4-6dc1-4b73-91f2-8140b752c6ca,OK_brown,475
f070a7f1-f085-48eb-b191-8690580a7867,GA_white,535
b5bf7a28-6799-43d6-9a7c-d77fec5f3b37,AZ_black,258
2486cd8d-89f7-4803-8d32-64a3cdb9b5cc,NM_black,57
bbe45b2a-ce14-4451-92b3-71e6b88d44a0,OH_purple,52
5256825c-90ba-4f2b-9a07-40e4ccd09f60,CA_blue,853
742095c6-1aa2-4625-9c77-7aa3185f5040,TX_black,921
cf74236b-8355-4e46-8f4e-48152fbe9fd9,AL_red,778
08047c7e-3d29-41af-909f-409da914ccea,NJ_red,924
3f4bae9e-54fb-44db-a46e-b694b9b41b39,SC_white,837
bf705cfa-4073-4681-a42a-c3e5a1d78c60,CA_black,958
2bde380a-338a-4a44-a1bc-fcc21a0b0433,WY_pink,742
bf33644b-023d-4702-bfcd-780be87c1059,AK_white,529
863bbf1b-d7fc-4786-939f-c299e9147ae6,MO_white,338
256e21d4-76f4-480c-9c9b-2297c1a9a7c2,WY_purple,544
eb52d295-e014-4356-9aa5-e6bc42db1d3a,OH_pink,921
c294bc08-2b1e-4ccf-935b-3c8cc03db616,NY_pink,908
14c914b9-46ea-41a6-8e80-13f8c2f2987e,AL_brown,208
e6fbd5fd-04ec-42b3-8875-2a60ff04acfb,TX_orange,937
67875ec8-844e-40b9-a442-d322a1800be9,NH_white,884
29531674-c2c1-4124-8482-4a9bbe654fa3,OR_orange,248
b7a4e4dc-8528-4d80-b694-c695136e3566,VA_white,927
daffdbf8-9bc3-4685-b541-6ebb6e0ff46f,HI_blue,705
0c47598a-471a-4304-9d14-1664d94aaa6a,PA_pink,369
6b96ea45-a5d6-41c5-9c5a-6002f3a72a9f,NY_purple,198
5789886a-9682-4971-8059-ee26262d763e,WI_brown,660
ef8935a8-e4f1-422f-ad64-15ac00840639,OH_red,452
1995f87a-07b7-4a68-adfe-27bd852d10b6,NV_white,118
e760eb7f-a729-48cf-9bf6-bea8af0681b7,ND_white,395
9b4e10bd-7c53-423c-99f1-3ee50535d31c,MT_pink,495
b10c99c9-8025-4729-a1f5-b46b73bed77e,MO_white,874
75b310f0-437e-42d6-974a-7d83946ee640,NH_brown,531
d5c1d619-a7b4-451b-af3e-3e8fbaa620da,GA_red,254
935f037c-0df0-4201-b17a-031427fac300,AK_brown,793
8a30bd55-91cc-4349-9972-6eeda32e1e91,VA_pink,754
94e9dfa1-d263-4067-a056-ce1e18058833,VT_black,199
703891bd-9cab-4897-986a-ef7921468556,IN_red,609
b27a5c10-cddc-4444-a958-a4066b8c248e,OH_orange,995
c59e31c9-5b42-4d34-9f6f-a24e4a986a36,DC_purple,261
9466637a-7e25-4ef5-a4e0-6976d64fa66f,WV_green,909
1c167e66-f1f0-4d3b-bebc-17f6655ac854,HI_black,985
12e30eba-4154-4b9a-be21-0e378a3d5933,WA_red,420
48afd8fc-b607-4731-bac3-909b9a7a6172,KY_red,438
1c2ec5b6-a6df-49e7-9138-ba95bebb21f6,ND_brown,85
206b7975-5570-495a-af04-8bc268f20bd9,GA_brown,669
c046bd0b-5cd0-40cc-819b-43e1556b4864,DE_blue,706
39274c7a-ecc4-463a-bd42-947a8584fe8a,KY_green,704
ab091148-4554-4fba-9586-720f3d9db034,WI_purple,700
690a898e-83b0-4476-a9a7-03ece763afc5,MD_white,574
5e001315-72ae-4959-847d-b73c6ee82a34,WY_red,296
d63d57bf-c8f9-4fab-861a-ba0730c0b667,NM_white,572
a18de31b-08ad-44b9-a1dc-e21f32821005,IL_blue,485
862dcdca-d98e-45b5-9811-f430eec6e235,NV_white,80
093046ce-b3c4-40c5-8bc9-5cf148d52457,ID_purple,286
41e2fdc0-6400-4ad7-9600-038f35ec2a36,MT_purple,268
f373867f-a4df-4853-80dc-5770ce2b2ff0,LA_purple,491
f3e33074-2223-4ad9-856b-50d6cbe5d6e3,LA_blue,804
51ab29e3-ff06-4829-9e3b-a6a14cb70757,WI_blue,356
89b3aa5a-f842-4336-9fde-1c376fb91cd4,UT_white,699
fb6aa775-0a0e-4d53-a163-7ff2b6a6ad05,WA_blue,789
aa1229e9-b5bf-4ff6-87fb-f7068b042fd9,WY_purple,380
1485bec9-b658-4fa0-a32c-b766efa079e9,AL_brown,337
21676158-f6c6-4a30-9d23-0f20034b43e5,WA_pink,279
58b2ea39-e437-4e5d-9277-0835ad9b0549,MN_pink,946
38c24f88-71ff-4e3a-8c1d-459b9931952c,NY_orange,174
da86efd6-6a1a-46c5-ba16-5e4860c4d59c,AZ_orange,454
50a2456d-75f8-430d-873b-15bc682bbf1a,NC_pink,572
a857e65c-d4d4-44c3-bd8a-5fc04c3c30d2,VT_orange,883
d3182160-56e7-47f6-b76a-53031a6bb153,MA_blue,312
fe090792-b526-4a4a-ba2b-ff54908fe2bc,AR_black,262
f18f9224-e08f-4130-a89e-3450c7eeb29d,MA_purple,612
14b945b2-6a43-4e5f-9385-444e2f39eb26,NH_brown,820
12c2cf4b-73f9-4b5b-a72d-e3a982453a5c,WY_green,595
61bc7dc1-d835-4337-97d3-44ab3865f882,VA_red,664
55c634ee-35e1-488e-b2e7-1bb021c32749,NM_orange,952
a4c8cbdc-c9a6-4579-a11e-cc923537532e,SD_green,974
b8d874c8-4b34-4726-b212-3de8ead31085,MS_green,458
e8c5e3ad-419e-448f-9740-bf7dd8599b27,NY_brown,152
7c37008f-e376-4eb3-b750-f9593ede6dbe,IN_red,143
1758e8d0-1756-465c-9495-de50b996f12d,IN_blue,301
4c7fba84-1147-4793-966d-e41e2c84d901,DE_purple,542
9076cc96-eab1-47f8-838e-cd4a2b70fd27,AL_red,753
0855ebeb-84c0-44ae-8b9f-7986853f1913,SC_blue,721
1028106c-be7b-4b89-96aa-da3f7fb8fbb4,MD_pink,600
7b7d93c7-0315-4adb-84e5-553e0d703989,SC_blue,621
04d23c73-355d-413f-8cac-b7ffa68a2845,HI_blue,982
45490807-4f74-47d4-a24c-5be2244b26ae,CA_blue,613
084ac688-5279-4d38-9645-44357952ddcd,NY_red,25
ffb586e0-846b-4cc4-a516-a4a7c19a6d64,AZ_green,682
4b30d0a7-c9ad-48a5-a29e-dea1fd8e03fa,MN_blue,171
7cb1d477-1adc-450c-9cbc-b7f6acd239f3,OK_black,105
15716ef3-c98d-45c0-8fbf-29df29d96767,RI_green,85
fc8fbdb2-f6d9-4929-af9d-c4b7d5bc66cf,NY_white,991
e15b3770-2e47-45d5-aefe-1fae5ff0ff8c,SD_orange,166
d7a24499-cec0-47aa-affc-a30969a756bb,MD_black,351
d696d962-fd26-40ae-a78e-5997a1960f25,ID_pink,795
584a7e51-ee68-4876-9eaf-7e3fd03664d7,KS_orange,923
5acc21e0-eb84-4690-a3ad-c4f2f04644d3,MD_pink,814
2fb6b246-6f36-449b-a962-35117e24e617,NJ_pink,537
de8cf3d9-0faa-404f-bfac-245943ac3389,IL_brown,659
8926a823-4f70-49ca-be74-e86d0f4970f4,TX_blue,418
75164b32-dfd3-4350-8076-f0fe064e9ddb,MN_red,263
1dea579b-6a2f-43df-8c53-d3162de57be1,OH_orange,258
15f09339-cf78-438e-9c0e-da8da138d915,MI_orange,402
b51b7799-71f4-4363-940b-9474b5950534,UT_red,310
bea9a894-1b44-45f0-b2e9-0e6c0711b0c3,AL_white,379
2892a1eb-3ac7-4b4f-98ca-b6e4c18f77f0,GA_black,546
b037d976-1150-42c8-9f9a-da0dddbeae49,AL_purple,653
6acb4ed5-2d62-4d14-9b8c-58838ddba3e8,SC_brown,667
ffe4eb60-4ccc-4447-95d4-8af2f6be0d17,NY_green,728
4781de34-4a9d-4466-9008-fe12d568d644,VT_white,615
a42dafb5-64f5-433b-8b22-34e0d080befc,MA_blue,852
821a8d87-bcef-4b20-9aba-3f45559945c1,NY_white,743
fc717b77-2ff6-4632-a812-a9498b6cbef1,AK_blue,607
36991f0b-c9a7-4c51-9f23-7ea78ae4192a,PA_purple,395
642bddc6-6079-4565-bb9f-f4849bc3d84b,WY_purple,262
03e52404-72ad-4c1e-918e-00c8166c4ed1,IL_brown,207
f0fcbffe-d04c-4431-b551-f11b9de6d746,AK_black,281
af02f597-7f22-461a-a13b-6cc61f6c3391,PA_purple,818
e437e89b-507b-45ec-8a9f-b4e1451f1226,MD_black,359
c9396099-cf61-4e9a-831b-8ba3dc051dcf,ID_brown,358
ec9f0304-6e43-4022-83e1-39ff2489e198,OK_orange,188
cfef7506-a024-40a4-812e-b1c4caa58dac,CO_blue,82
741c577f-fd90-4364-99a2-43811b0c7d48,TN_red,13
28985feb-14f1-4dee-96f3-a93779c1ed21,MT_green,275
32321d61-7e6d-4bd0-bb74-ab89068faf31,SD_black,327
b60a737a-2cf7-45fb-8bfa-e18b949e31fa,MI_purple,358
d176ebda-4b11-47a9-b33f-cd1a7f415ab6,IL_green,463
6d894881-7ff0-468f-935b-dd17bb726397,TX_red,156
517d208b-7af0-43be-b60b-54ab1bae7f59,MT_orange,376
01ffe24e-8dad-4415-8bfa-4c87feaad198,AZ_pink,660
2656248d-9012-49f9-8149-9f89e10df327,VA_white,109
8a49079a-6695-41c9-a12c-e4efdde09da8,CO_brown,950
c2c8cf94-52a7-4be1-87b3-7ce1f9dee2c6,CA_blue,526
bb2f87b9-a483-406b-bbdc-eed681f97ba6,MS_green,138
fbb0fe3d-3505-4ac5-bc31-c4e8843211b1,MI_brown,733
aaaec622-3166-426c-93fd-11bc408f64a5,AR_orange,586
9c71b524-593f-4a5b-a516-c60446e7f655,PA_green,858
4c978514-81b9-4a91-ae9b-575b7fcb6764,MN_blue,616
6c121fca-16bc-499a-8ce5-35ca5023962c,MT_pink,506
7a5a4bc5-56a7-4699-baba-1939c8ea1f57,MD_pink,438
949cf3cc-09ec-4190-845f-33bc532d1c7f,MD_orange,445
53cf2af8-0549-4a50-bb3d-df04da8683fb,FL_brown,179
c0780e4c-8577-4fc1-b547-2c545ba95d68,MI_green,234
ea357ed7-1753-481d-8543-2a750165e4e2,MT_purple,419
1922dc05-0c1f-4071-8ae7-f7e5cb8f889f,ME_brown,30
e20ed4fe-294e-4998-8fd8-321e173b95fa,UT_black,499
8afce9fa-e623-4da6-b044-abec9b3cf687,HI_brown,564
3b457e42-1111-42b1-92ef-8df42013e5fa,OH_purple,89
8860e284-213b-4ec2-82fa-02997b095658,WV_pink,960
de255621-42a6-422d-adb7-4388ff9e3896,MA_green,221
5f24ace3-51fa-4512-9fdf-21f845fbdf21,NC_black,206
bab2674d-1a97-4f4f-bd3d-116b4e48665e,CO_white,940
ee7466c0-dd74-4440-bff7-db0b0ddb74e3,CA_brown,846
08cc98a0-a9de-4951-b836-b5fda9b7eb9b,OK_brown,849
b2248d54-8483-4313-a92d-a2066834b74b,LA_orange,768
6e2d53e2-13c6-4795-811d-a22061dfbece,NY_orange,774
67a5c9c4-997f-43e7-b6ee-d49b951b1bd6,MI_brown,212
d7c46d1d-bf54-4f21-8251-71826ccb5981,MO_orange,386
36fffec2-abea-4854-81f8-ae3fb8772db4,WI_orange,82
8f29850e-d7c6-4503-a112-b59efe86eb8f,MI_pink,502
6245d728-887a-4dc0-bd31-f64aac0f538c,MS_green,465
c4d8d63c-1514-46c3-8078-e33eb32b87be,NC_black,496
c9cc0567-c973-4039-a42d-9a78c8f57e78,IA_green,707
ec81df01-19e0-4420-9c71-6b346333a8ea,PA_orange,11
6d9b5276-afe0-4303-be73-f0398f4568ed,OH_blue,696
1c0e4e7d-65b1-46a1-a3a0-7e327d43492f,AR_blue,77
